Language,Category,Aspect,Count,Negative,Neutral,Positive,Negative_Probability,Neutral_Probability,Positive_Probability,Aspect_Category
German,Professor,mensch,170,85,68,17,0.469407042521326,0.3794897858929985,0.1511031703968696,mensch
German,Unknown,mensch,213,107,88,18,0.5093372947943042,0.356072803373348,0.1345899020378508,mensch
German,Others,mitarbeiter,93,16,73,4,0.2924356117283785,0.5924925033844286,0.1150718871504068,arbeit
German,PostDoc,mitarbeiter,102,39,60,3,0.4078751797696539,0.4894986958516871,0.102626125346504,arbeit
German,Professor,mitarbeiter,82,25,51,6,0.358070993069105,0.5160964697871994,0.125832536632604,arbeit
German,Others,mittelbau,159,47,102,10,0.3684955077866713,0.5014990809953438,0.1300054148319851,mittelbau
German,PostDoc,mittelbau,155,59,84,12,0.4052351172652936,0.4494839517579925,0.1452809301535448,mittelbau
German,Professor,mittelbau,75,16,53,6,0.3638630254566669,0.4920457469423612,0.1440912359456221,mittelbau
German,Unknown,mittelbau,84,30,52,2,0.4190538312707628,0.4681380838599233,0.1128080869980511,mittelbau
German,Others,monat,96,27,62,7,0.3160768304563437,0.5347811348037794,0.1491420386591926,stelle
German,PhD Student,monat,51,18,27,6,0.3564111592576784,0.4613808463601505,0.1822079937430281,stelle
German,PostDoc,monat,163,61,89,13,0.3736532565000598,0.4652852283710716,0.1610615121120689,stelle
German,Professor,monat,114,43,58,13,0.3850204083872469,0.4430962532366577,0.1718833399037912,stelle
German,Unknown,monat,116,37,66,13,0.3403475930561022,0.4709892813116312,0.1886631239623088,stelle
German,Others,nachwuchs,93,30,54,9,0.3902226340786744,0.4284419124365173,0.1813354486279109,mittelbau
German,PostDoc,nachwuchs,141,61,73,7,0.4204990277529185,0.4358067629158708,0.1436942056587613,mittelbau
German,Professor,nachwuchs,122,51,63,8,0.4374416085173849,0.4088568890803173,0.153701506020715,mittelbau
German,Unknown,nachwuchs,67,30,32,5,0.4602050831847226,0.3765880949517239,0.1632068203762173,mittelbau
German,Others,personal,69,22,45,2,0.3596506655972073,0.523944517624551,0.1164048163058317,mensch
German,PostDoc,personal,85,33,49,3,0.4475330017068807,0.447706350640339,0.1047606497016899,mensch
German,Others,perspektive,121,23,86,12,0.2780283218603735,0.5487299126780723,0.1732417697102324,perspektive
German,PostDoc,perspektive,176,49,103,24,0.3215129064311358,0.4815951984545046,0.1968918988449414,perspektive
German,Professor,perspektive,134,26,98,10,0.2654895067993384,0.5566613027798151,0.1778491945770471,perspektive
German,Unknown,perspektive,78,32,41,5,0.4182405901642946,0.4532553130426468,0.1285040992168853,perspektive
German,Others,politik,75,31,39,5,0.4626706645886103,0.4143143411974112,0.1230149953067302,politik
German,PostDoc,politik,98,45,47,6,0.4411402668955983,0.447988354734012,0.1108713745880796,politik
German,Professor,politik,77,33,40,4,0.4656741941323528,0.4185348232216262,0.1157909839885769,politik
German,Unknown,politik,69,31,36,2,0.4478663156429927,0.4433749479282161,0.1087587340127514,politik
German,Others,prof,83,14,60,9,0.2873693923409803,0.5319070668374918,0.1807235497083649,professur
German,PostDoc,prof,89,37,46,6,0.4174418703893597,0.4316305552891801,0.1509275716112068,professur
German,Professor,prof,88,34,49,5,0.3935631433798169,0.4449739250862463,0.1614629340421577,professur
German,Unknown,prof,82,42,33,7,0.4675302029837195,0.3721803206859565,0.1602894831221641,professur
German,Others,professur,96,28,67,1,0.3595212262977535,0.5416810854803771,0.0987976929172873,professur
German,PD,professur,71,36,27,8,0.4466491422392952,0.4344590759088456,0.1188917778511072,professur
German,PhD Student,professur,57,17,32,8,0.3798222513052455,0.4706358989341217,0.1495418496952767,professur
German,PostDoc,professur,226,86,121,19,0.4244138883937776,0.4536244574258417,0.1219616555443973,professur
German,Professor,professur,308,121,171,16,0.4297170263122428,0.4530755508594312,0.1172074220451683,professur
German,Unknown,professur,112,47,63,2,0.4324521919313286,0.4738550882320851,0.0936927201941476,professur
German,Others,projekt,102,24,70,8,0.2842347529698528,0.5456535376827506,0.170111708105633,projekt
German,PostDoc,projekt,144,30,95,19,0.2826253181297539,0.5240168631490734,0.1933578221489572,projekt
German,Professor,projekt,130,33,86,11,0.3197744069477686,0.5115378987044096,0.1686876909878964,projekt
German,Unknown,projekt,69,27,33,9,0.3624824067388755,0.4660975930915362,0.171419999062799,projekt
German,Others,promotion,182,53,110,19,0.3298211339349439,0.5165875471800894,0.1535913244524336,promotion
German,PhD Student,promotion,90,36,47,7,0.3885505087673664,0.4704996549006965,0.1409498287571801,promotion
German,PostDoc,promotion,229,48,170,11,0.2960941390293004,0.5637913766971843,0.1401144871854235,promotion
German,Professor,promotion,251,51,188,12,0.2860470412677502,0.5863658481860066,0.1275871089396189,promotion
German,Unknown,promotion,198,59,120,19,0.3453134975273801,0.4967866075610874,0.1578998990037074,promotion
German,Others,reform,102,33,60,9,0.3604916187331957,0.4600238614514762,0.1794845228923448,mittelbau
German,PostDoc,reform,52,16,35,1,0.4102804600619353,0.4311238778755069,0.1585956687430063,mittelbau
German,Professor,reform,83,25,50,8,0.385860097650663,0.4480421609997031,0.166097741574049,mittelbau
German,Others,semester,54,14,35,5,0.3045252758181757,0.5320304192740608,0.163444302217276,academia
German,PostDoc,semester,54,19,31,4,0.3826980524592929,0.4502704009689666,0.1670315462957929,academia
German,Unknown,semester,64,16,39,9,0.3289124346338212,0.4878653912455775,0.1832221789081813,academia
German,Others,situation,97,41,47,9,0.4255991221511179,0.4461181831267691,0.1282826944916826,situation
German,PostDoc,situation,120,56,52,12,0.4728814572406312,0.3968197625751297,0.1302987790278469,situation
German,Professor,situation,80,36,38,6,0.4697654366027564,0.4090458183083683,0.1211887419805862,situation
German,Unknown,situation,59,43,12,4,0.6224924391609127,0.2891509172711837,0.0883566371275711,situation
German,Others,stelle,149,54,88,7,0.3854446380880455,0.4741887909503991,0.1403665742430611,stelle
German,PhD Student,stelle,73,29,36,8,0.4163236951276864,0.4115780121455454,0.1720982946532025,stelle
German,PostDoc,stelle,270,88,159,23,0.3835060532170313,0.4605204963780663,0.1559734498323113,stelle
German,Professor,stelle,262,84,157,21,0.4034309657077298,0.4539157606888818,0.1426532727431591,stelle
German,Unknown,stelle,183,72,93,18,0.4300821264544145,0.4207912123268419,0.1491266628371073,stelle
German,Others,studium,147,44,91,12,0.3369812664962342,0.5001717711082933,0.1628469629973477,academia
German,PostDoc,studium,95,24,62,9,0.3422125766936101,0.4923429130723601,0.1654445088517509,academia
German,Professor,studium,76,21,49,6,0.3279765562497471,0.5152164667256569,0.1568069795244618,academia
German,Unknown,studium,147,54,80,13,0.3816318981805626,0.4625516468722399,0.1558164590272773,academia
German,Others,stunde,67,15,48,4,0.290230072979162,0.586104743961078,0.1236651842829896,stelle
German,PostDoc,stunde,79,21,54,4,0.3196616185050976,0.5322818146381951,0.1480565620704165,stelle
German,Unknown,stunde,53,12,37,4,0.2818181208985031,0.5670283304632835,0.1511535438585956,stelle
German,Others,tag,111,27,62,22,0.3082867389595186,0.4426500945947729,0.2490631681237672,mittelbau
German,PostDoc,tag,142,42,78,22,0.3441819217265912,0.4348365858092274,0.2209814957172518,mittelbau
German,Professor,tag,78,28,29,21,0.3459999660412088,0.3569602429962311,0.2970397926341647,mittelbau
German,Unknown,tag,122,47,53,22,0.4019693001249774,0.3845015719655107,0.2135291278866104,mittelbau
German,Others,thema,237,37,160,40,0.2399135260343677,0.5580402513187898,0.2020462269458589,thema
German,PhD Student,thema,77,24,40,13,0.3388336989061012,0.441608953833967,0.2195573537429044,thema
German,PostDoc,thema,255,57,161,37,0.2936969964673706,0.5227334883940571,0.1835695200435379,thema
German,Professor,thema,156,31,103,22,0.2750653648056472,0.5319389264361981,0.1929957111879514,thema
German,Unknown,thema,151,55,77,19,0.3834124607163549,0.4580947781561423,0.1584927592463544,thema
German,Others,uhr,184,11,158,15,0.1619271372404435,0.6739655283644147,0.1641073337472651,jahr
German,PostDoc,uhr,66,10,51,5,0.2150851410503188,0.6429677066026311,0.1419471499199668,jahr
German,Others,uni,422,147,250,25,0.3937348645374673,0.4835486719428928,0.1227164637624016,uni
German,PhD Student,uni,135,52,62,21,0.3954117322685542,0.432835157988248,0.1717531052866467,uni
German,PostDoc,uni,557,203,319,35,0.4199106213862421,0.4570083146516895,0.1230810640155734,uni
German,Professor,uni,392,160,203,29,0.4303898970900597,0.4435979329543758,0.1260121699484369,uni
German,Unknown,uni,399,163,208,28,0.4414368713727422,0.4358995807751602,0.1226635492035656,uni
German,Others,universität,175,44,122,9,0.3425406700159822,0.5483330737373658,0.1091262572897332,academia
German,PostDoc,universität,309,91,199,19,0.3697681088832397,0.5159838946602491,0.1142479965800847,academia
German,Professor,universität,134,41,83,10,0.3709089760460071,0.5018193509374091,0.1272716736629494,academia
German,Unknown,universität,130,50,71,9,0.4215263418853283,0.4575048918907459,0.1209687671695764,academia
German,Others,unsicherheit,54,49,4,1,0.7557830048931969,0.1949880241450888,0.0492289760667416,grund
German,Professor,unsicherheit,54,47,6,1,0.6973240597656479,0.2272373131579823,0.0754386267659288,grund
German,Others,vertrag,227,62,156,9,0.3294754129576,0.5459040223009524,0.1246205637075564,vertrag
German,PD,vertrag,52,23,24,5,0.4426474564064007,0.4360541373921128,0.1212984004702705,vertrag
German,PhD Student,vertrag,89,25,58,6,0.3267137225549877,0.5335156190093984,0.1397706597436512,vertrag
German,PostDoc,vertrag,252,54,182,16,0.3009324906881721,0.5681163812174447,0.1309511325662098,vertrag
German,Professor,vertrag,165,42,114,9,0.301527595915126,0.5735082086062793,0.1249641915613954,vertrag
German,Unknown,vertrag,196,56,125,15,0.335935012855548,0.5263101166418317,0.1377548687730212,vertrag
German,Others,verwaltung,53,26,24,3,0.4554322308526848,0.4249368054827429,0.1196309613099075,arbeit
German,PostDoc,verwaltung,54,18,35,1,0.3965149405239909,0.5041245160693372,0.0993605452003302,arbeit
German,Others,video,63,16,35,12,0.2897578548817408,0.4619859409119402,0.2482562086707543,forschung
German,PostDoc,video,83,23,45,15,0.3528201661734695,0.4341197307165487,0.2130601039852004,forschung
German,Professor,video,65,23,27,15,0.381606185894746,0.3995156055459609,0.2188782159955455,forschung
German,Others,vorschlag,58,14,28,16,0.3059216679940963,0.3957011289894581,0.2983771973803382,perspektive
German,PostDoc,vorschlag,109,33,51,25,0.3474662392955581,0.4071595253884245,0.2453742414422401,perspektive
German,Professor,vorschlag,78,21,43,14,0.3311718858014315,0.4390989085659385,0.229729207065434,perspektive
German,Others,wissenschaft,699,202,455,42,0.3549116361667755,0.5210150046559192,0.124073358276627,wissenschaft
German,PD,wissenschaft,161,70,83,8,0.4463584070666606,0.4420022034543271,0.1116393919143339,wissenschaft
German,PhD Student,wissenschaft,199,85,93,21,0.4281773602112603,0.4211297282696369,0.1506929114301824,wissenschaft
German,PostDoc,wissenschaft,846,267,511,68,0.3810242123893037,0.4861564316102094,0.1328193531063413,wissenschaft
German,Professor,wissenschaft,663,233,385,45,0.4019516120112724,0.4650560340719075,0.1329923528365982,wissenschaft
German,Unknown,wissenschaft,468,174,260,34,0.4022908020589469,0.4703208037182434,0.1273883892259059,wissenschaft
German,Others,wissenschaftler,326,114,191,21,0.3946627569070623,0.485056633049725,0.1202806094318536,wissenschaft
German,PhD Student,wissenschaftler,112,51,49,12,0.430350017866918,0.4182431622674422,0.1514068193334554,wissenschaft
German,PostDoc,wissenschaftler,428,184,227,17,0.447848836734682,0.4430984162124936,0.1090527452532828,wissenschaft
German,Professor,wissenschaftler,264,84,164,16,0.3901686477757087,0.4787517054373342,0.1310796464024337,wissenschaft
German,Unknown,wissenschaftler,201,96,92,13,0.4647022134332514,0.4156028608703495,0.1196949281845593,wissenschaft
German,Others,wissenschaftlerin,60,22,33,5,0.3778857224310438,0.4677627501388391,0.1543515218421816,wissenschaft
German,PostDoc,wissenschaftlerin,63,17,39,7,0.3687456385010764,0.4833653789191019,0.1478889874286121,wissenschaft
German,Others,wissenschaftssystem,74,31,38,5,0.4607239199449887,0.4210887495931741,0.1181873312169635,wissenschaft
German,PostDoc,wissenschaftssystem,161,59,88,14,0.4240811756401328,0.4487493162662346,0.1271695112751692,wissenschaft
German,Professor,wissenschaftssystem,172,69,83,20,0.4377399017861069,0.4246928227285659,0.1375672782792948,wissenschaft
German,Unknown,wissenschaftssystem,53,28,21,4,0.5179078944449155,0.3703149281934185,0.1117771810693842,wissenschaft
German,Others,woche,92,23,53,16,0.3060494208020036,0.473869741367905,0.2200808357649847,jahr
German,PhD Student,woche,58,21,29,8,0.3754462539057793,0.4391698439059586,0.1853839009357937,jahr
German,PostDoc,woche,163,43,100,20,0.3388006900968544,0.471591164877901,0.1896081401058044,jahr
German,Professor,woche,77,21,43,13,0.3383006492460316,0.4339792883725135,0.2277200648851402,jahr
German,Unknown,woche,95,26,56,13,0.3637277686674344,0.4422436182044054,0.1940286165789554,jahr
German,Others,wort,58,25,25,8,0.4238940330286478,0.3825117591768503,0.1935942128525468,wort
German,PostDoc,wort,93,46,25,22,0.4639985670726145,0.3178480498052092,0.2181533844340392,wort
German,Professor,wort,54,24,24,6,0.4560549150186556,0.3835960694899161,0.1603490197168732,wort
German,Others,zeit,235,70,130,35,0.361517052915185,0.4371421137864285,0.2013408344238996,zeit
German,PhD Student,zeit,98,38,48,12,0.3922047265330139,0.4227510079437372,0.1850442643163307,zeit
German,PostDoc,zeit,364,128,199,37,0.3979260789046248,0.436183153334391,0.165890765880429,zeit
German,Professor,zeit,297,120,156,21,0.4231050967392496,0.4200299495599085,0.1568649558676563,zeit
German,Unknown,zeit,190,79,96,15,0.42059082409465,0.4139673445569841,0.1654418301768601,zeit
German,Others,zukunft,70,16,43,11,0.2978961740221296,0.4970493668424232,0.2050544546650988,zukunft
German,PostDoc,zukunft,72,24,40,8,0.3556590675014174,0.4607799513679411,0.1835609732661396,zukunft
German,Unknown,zukunft,56,18,28,10,0.3492974153320704,0.4509784632495471,0.1997241148658629,zukunft
German,PostDoc,antrag,76,19,52,5,0.3296050342093957,0.519535009357098,0.1508599576589308,projekt
German,Professor,antrag,91,24,65,2,0.3508477692011293,0.5310430694576148,0.118109154862935,projekt
German,PostDoc,arbeitgeber,53,25,27,1,0.4633412736485589,0.4273639924402507,0.1092947263200328,arbeit
German,PostDoc,arbeitszeit,53,12,39,2,0.3226491212844848,0.5764319099626452,0.1009189698071974,arbeit
German,PostDoc,argument,92,42,44,6,0.4624484910265259,0.4054730180246026,0.1320784938339468,thema
German,Professor,argument,99,53,40,6,0.514702664104977,0.3635881459434526,0.121709188493439,thema
German,PostDoc,artikel,87,24,40,23,0.3339737258294875,0.4024091060648019,0.2636171641449134,promotion
German,Professor,artikel,55,19,25,11,0.3387833191928538,0.4167548195204951,0.2444618611511859,promotion
German,PostDoc,ausland,75,29,39,7,0.4560301034649213,0.4226964745918909,0.1212734136606256,deutschland
German,Professor,ausland,79,25,44,10,0.3884567273662814,0.4554122251140166,0.1561310508205921,deutschland
German,PostDoc,beispiel,53,12,36,5,0.2804761372225464,0.509070440915958,0.2104534215803416,wort
German,PostDoc,bewerbung,65,16,47,2,0.3114141756525406,0.5549847582211861,0.1336010684474156,problem
German,Professor,bewerbung,72,27,35,10,0.3716576196149819,0.4371171147148642,0.191225266109945,problem
German,PostDoc,buch,90,20,50,20,0.2585030404229959,0.4726285103708506,0.2688684442184038,bmbf
German,Professor,buch,53,5,42,6,0.24402790161658,0.5792505351721116,0.1767215730516978,bmbf
German,PostDoc,bund,53,15,34,4,0.3498587507121968,0.5111955511120131,0.1389457023228114,bmbf
German,PostDoc,bundestag,54,19,29,6,0.3765529997094913,0.4460534514100463,0.177393547086804,mittelbau
German,PostDoc,cdu,51,25,22,4,0.5001437368930555,0.3502039164304733,0.1496523433164054,jahr
German,PostDoc,dis,66,22,38,6,0.3415973087716283,0.4927030049941756,0.165699690862587,wort
German,PostDoc,drittmittel,94,30,61,3,0.3820713412888507,0.5114064926796771,0.106522163346489,mittelbau
German,Professor,drittmittel,89,28,58,3,0.3837893854282545,0.5152745364087351,0.100936079167583,mittelbau
German,PostDoc,erfolg,59,15,18,26,0.2595001567407685,0.3271094709003376,0.4133903794622017,ergebnis
German,PostDoc,ergebnis,79,21,51,7,0.3111720697459164,0.5268027397650706,0.1620251965013485,ergebnis
German,PostDoc,fach,60,24,31,5,0.4329203583300113,0.457800506055355,0.1092791329448421,bmbf
German,Professor,fach,72,30,36,6,0.3951254739529556,0.4547864313030408,0.1500880944464976,bmbf
German,PostDoc,forscher,58,20,35,3,0.4069789910110934,0.4698432858647971,0.1231777288726177,research
German,PostDoc,gedanke,54,17,23,14,0.3380788646776367,0.3721785991694088,0.2897425411200082,hanna
German,PostDoc,gespräch,63,12,32,19,0.2754185531761438,0.4179336515565713,0.3066477977508117,forschung
German,Professor,gespräch,56,18,34,4,0.3137516029777804,0.519529497916145,0.166718890823956,forschung
German,PostDoc,glück,81,17,14,50,0.2517696451165794,0.2748436368541953,0.4733867244220074,hanna
German,Professor,glück,57,11,7,39,0.2425113086376273,0.2549237358596241,0.5025649560582742,hanna
German,PostDoc,interview,60,5,28,27,0.209759336290881,0.4183495905871192,0.3718910655006766,problem
German,PostDoc,konferenz,52,9,38,5,0.2686137466763074,0.5795617059159738,0.1518245426436456,konferenz
German,PostDoc,kopf,51,30,14,7,0.5303541755705488,0.2824582954978241,0.1871875326569173,bmbf
German,PostDoc,kritik,67,48,16,3,0.6206761218273817,0.3028301102345559,0.0764937708432327,perspektive
German,PostDoc,leistung,69,17,41,11,0.3425917410548182,0.4650178103019362,0.1923904476444358,arbeit
German,PostDoc,lösung,78,31,40,7,0.3908494268424617,0.4486715854742588,0.1604789866564365,grund
German,Professor,lösung,78,31,44,3,0.4609501962669385,0.430350121588279,0.1086996832671455,grund
German,PostDoc,mittel,57,15,38,4,0.370018133926287,0.5089696930035165,0.1210121799815903,mittelbau
German,PostDoc,möglichkeit,67,24,38,5,0.3582702401691853,0.4623180971439205,0.1794116580024806,jahr
German,Professor,möglichkeit,64,18,39,7,0.3422116485890001,0.4849423901760019,0.1728459577570902,jahr
German,PostDoc,person,93,30,58,5,0.3917832795971183,0.501614152103342,0.106602567458345,mensch
German,Professor,person,53,25,26,2,0.461671648652486,0.4478105568098572,0.0905178012677802,mensch
German,Unknown,person,51,22,28,1,0.4382907650342174,0.4741050736869083,0.0876041569327022,mensch
German,PostDoc,post,57,16,39,2,0.3380852335116319,0.5432359916076326,0.1186787741944978,promotion
German,Professor,post,52,14,31,7,0.3039345919656065,0.4860832111623425,0.2099821921258878,promotion
German,Unknown,post,54,18,33,3,0.3333564860125382,0.5297616507720064,0.1368818569721447,promotion
German,PostDoc,publikation,56,20,33,3,0.3650218426649059,0.5169459966543529,0.1180321601152952,promotion
German,PostDoc,qualifikation,65,23,41,1,0.3876099049471891,0.5117326303170278,0.1006574597496252,arbeit
German,Professor,qualifikation,57,14,41,2,0.3304310225996009,0.5572383177646419,0.1123306635407763,arbeit
German,PostDoc,realität,61,29,30,2,0.4878049757881242,0.4117457761017025,0.1004492517896607,grund
German,PostDoc,sache,73,40,25,8,0.4934739834845882,0.334569028387331,0.1719569862526777,jahr
German,Unknown,sache,53,25,22,6,0.453004371304557,0.3564185246754929,0.190577104441681,jahr
German,PostDoc,sauerei,67,67,0,0,0.9613400546472464,0.0268317582224732,0.011828139466025,forschung
German,PostDoc,struktur,66,16,46,4,0.3461475706461704,0.5490506481040608,0.1048017703420059,mittelbau
German,PostDoc,teil,91,27,57,7,0.3325087245103422,0.4917811377608514,0.1757101394993427,projekt
German,PostDoc,track,52,11,39,2,0.2950844296182577,0.5457772340338963,0.1591383355956238,zukunft
German,Professor,track,87,12,66,9,0.2623721865573148,0.5414434181547713,0.1961843912628875,zukunft
German,PostDoc,tweet,88,21,52,15,0.2897642495068298,0.4778909352608025,0.2323448198995637,wort
German,PostDoc,un,71,25,40,6,0.3890601049741389,0.4643520636247917,0.1465878306140362,uni
German,Professor,un,70,26,40,4,0.4256127040833234,0.4563446775078773,0.1180426256997244,uni
German,PostDoc,urlaub,52,22,25,5,0.4546559564769268,0.3959763713467579,0.1493676759016055,forschung
German,PostDoc,verantwortung,59,15,39,5,0.3279949936194945,0.481803325904628,0.1902016683055435,grund
German,PostDoc,wirtschaft,78,23,48,7,0.4268400304688093,0.4252290730006419,0.1479308953126653,politik
German,Unknown,wirtschaft,72,29,39,4,0.4570824910576145,0.4128222279250622,0.1300952758691791,politik
German,Professor,beruf,59,25,27,7,0.3854003803709806,0.4110723287498546,0.2035272838232123,projekt
German,Professor,entscheidung,59,16,42,1,0.3859301474639925,0.5089918306192099,0.1050780279467166,grund
German,Professor,finanzierung,54,17,34,3,0.3529651340235162,0.5136042003416352,0.1334306641343843,geld
German,Professor,generation,78,39,33,6,0.5046185760352856,0.348425440920087,0.1469559841311704,mittelbau
German,Professor,habil,62,35,24,3,0.4702211176195452,0.3816890413121831,0.1480898415339329,hanna
German,Professor,liebe,55,10,15,30,0.3103304845365611,0.3332630131732333,0.3564065095545216,hanna
German,Professor,punkt,90,21,47,22,0.2859821176880763,0.4300717960215277,0.2839460859282149,stelle
German,Professor,sicherheit,56,13,37,6,0.3557058404465871,0.4380874303169548,0.2062067331945789,grund
German,Professor,sinn,55,37,15,3,0.5871610107746992,0.3018753851679238,0.1109636004675518,forschung
