Category,Language,Aspect_Adj,Count
PostDoc,German,gedanke___schlecht,1
PostDoc,German,gedanke___sachlich,1
PostDoc,German,gedanke___passend,1
PostDoc,German,gedanke___rödder,1
PostDoc,German,gedanke___richtig,1
PostDoc,German,gedanke___quantitativ,1
PostDoc,German,gedanke___privatleut,1
PostDoc,German,gedanke___prekär,1
PostDoc,German,gedanke___pointiert,1
PostDoc,German,gedanke___international,1
PostDoc,German,gedanke___interessant,1
PostDoc,German,gedanke___befristungsdau,1
PostDoc,German,gedanke___informiert,1
PostDoc,German,gedanke___figher,1
PostDoc,German,gedanke___falsch,1
PostDoc,German,gedanke___ethnologi,1
PostDoc,German,gedanke___erstaunt,1
PostDoc,German,gedanke___ernüchternd,1
PostDoc,German,gedanke___ernsthaft,1
PostDoc,German,gedanke___entscheidend,1
PostDoc,German,gedanke___einzeln,1
PostDoc,German,gedanke___einsichtig,1
PostDoc,German,gedanke___echt,1
PostDoc,German,gedanke___dumm,1
PostDoc,German,gedanke___dringend,1
PostDoc,German,gedanke___deutsch,1
PostDoc,German,gedanke___dauerstell,1
PostDoc,German,gedanke___cool,1
PostDoc,German,gedanke___forschungsdat,1
PostDoc,German,gedanke___froh,1
PostDoc,German,gedanke___frühzeitig,1
PostDoc,German,gedanke___gestrig,1
PostDoc,German,gedanke___hoch,1
PostDoc,German,gedanke___higher,1
PostDoc,German,gedanke___hauptberuflich,1
PostDoc,German,gedanke___halbgöttlich,1
PostDoc,German,gedanke___groß,1
PostDoc,German,gedanke___gewonnen,1
PostDoc,German,gedanke___gespannt,1
PostDoc,German,gedanke___führungskräfteprogramm,1
PostDoc,German,gedanke___gesellschaftlich,1
PostDoc,German,gedanke___gering,1
PostDoc,German,gedanke___genderforsch,1
PostDoc,German,gedanke___geläufig,1
PostDoc,German,gedanke___gegenwärtig,1
PostDoc,German,gedanke___geerdet,1
PostDoc,German,frau___deutschsprachig,1
PostDoc,German,frau___dankbar,1
PostDoc,German,frage___gold,1
PostDoc,German,frage___link,1
PostDoc,German,frage___potentiell,1
PostDoc,German,frage___postdocstell,1
PostDoc,German,frage___passend,1
PostDoc,German,frage___original,1
PostDoc,German,frage___organisatorisch,1
PostDoc,German,frage___optional,1
PostDoc,German,frage___nötig,1
PostDoc,German,frage___notwendig,1
PostDoc,German,frage___notgedrungen,1
PostDoc,German,frage___nachvollziehbar,1
PostDoc,German,frage___nachträglich,1
PostDoc,German,frage___moralisch,1
PostDoc,German,frage___momentan,1
PostDoc,German,frage___militärisch,1
PostDoc,German,frage___länderübergreifend,1
PostDoc,German,frage___praktisch,1
PostDoc,German,frage___privilegiert,1
PostDoc,German,frage___problematisch,1
PostDoc,German,frage___relevant,1
PostDoc,German,frage___schade,1
PostDoc,German,frage___sachgrundlos,1
PostDoc,German,frage___sacheben,1
PostDoc,German,frage___riesig,1
PostDoc,German,frage___reviewt,1
PostDoc,German,frage___rentenanwartschaft,1
PostDoc,German,frage___regulär,1
PostDoc,German,frage___promotionsdau,1
PostDoc,German,frage___reformfähig,1
PostDoc,German,frage___rechtsextrem,1
PostDoc,German,frage___realistisch,1
PostDoc,German,frage___rassistisch,1
PostDoc,German,frage___qualifizieren,1
PostDoc,German,frage___provozierend,1
PostDoc,German,frage___logistisch,1
PostDoc,German,frage___leicht,1
PostDoc,German,frage___schnell,1
PostDoc,German,frage___legitim,1
PostDoc,German,frage___interessant,1
PostDoc,German,frage___individualisiert,1
PostDoc,German,frage___implizit,1
PostDoc,German,frage___hypothetisch,1
PostDoc,German,frage___holprig,1
PostDoc,German,frage___hochschul,1
PostDoc,German,frage___hochprekär,1
PostDoc,German,frage___hochkompetitiv,1
PostDoc,German,frage___hervorragend,1
PostDoc,German,frage___hausarbeitsnot,1
PostDoc,German,frage___habilitationsäquivalent,1
PostDoc,German,frage___gruselig,1
PostDoc,German,frage___grundsätzlich,1
PostDoc,German,frage___grundlegend,1
PostDoc,German,frage___grausig,1
PostDoc,German,frage___interessiert,1
PostDoc,German,frage___international,1
PostDoc,German,frage___intrinsisch,1
PostDoc,German,frage___krass,1
PostDoc,German,frage___legislatur,1
PostDoc,German,frage___lau,1
PostDoc,German,frage___langwierig,1
PostDoc,German,frage___langfristig,1
PostDoc,German,frage___kuerzungen,1
PostDoc,German,frage___kreativ,1
PostDoc,German,frage___kontextbefreit,1
PostDoc,German,frage___jeweilig,1
PostDoc,German,frage___konsequent,1
PostDoc,German,frage___kommend,1
PostDoc,German,frage___kollektiv,1
PostDoc,German,frage___klein,1
PostDoc,German,frage___klaerend,1
PostDoc,German,frage___karrierefördernd,1
PostDoc,German,frage___schlimm,1
PostDoc,German,frage___schockiert,1
PostDoc,German,frau___cool,1
PostDoc,German,frage___vermeintlich,1
PostDoc,German,frage___öffentlich,1
PostDoc,German,frage___zusätzlich,1
PostDoc,German,frage___zunehmend,1
PostDoc,German,frage___zukünftig,1
PostDoc,German,frage___zentral,1
PostDoc,German,frage___zementiert,1
PostDoc,German,frage___zeitintensiv,1
PostDoc,German,frage___zeiterfassungssystem,1
PostDoc,German,frage___zahllos,1
PostDoc,German,frage___wütend,1
PostDoc,German,frage___witzigerweis,1
PostDoc,German,frage___wisszvg,1
PostDoc,German,frage___wiederholt,1
PostDoc,German,frage___vorbereitet,1
PostDoc,German,frage___vorallem,1
PostDoc,German,frage___ökonomisch,1
PostDoc,German,frage___überfällig,1
PostDoc,German,frage___überkommen,1
PostDoc,German,frau___bedenkt,1
PostDoc,German,frau___bezahlt,1
PostDoc,German,frau___besonder,1
PostDoc,German,frau___besetzt,1
PostDoc,German,frau___berufbar,1
PostDoc,German,frau___bereichernd,1
PostDoc,German,frau___bemüht,1
PostDoc,German,frau___ausschließend,1
PostDoc,German,frage___überlegt,1
PostDoc,German,frau___ausländisch,1
PostDoc,German,frau___aufmerksam,1
PostDoc,German,frau___argumentieren,1
PostDoc,German,frau___akademisiert,1
PostDoc,German,frau___absolut,1
PostDoc,German,frage___überzogen,1
PostDoc,German,frage___verständlich,1
PostDoc,German,frage___verkauft,1
PostDoc,German,frage___schwerbehindert,1
PostDoc,German,frage___verhandelbar,1
PostDoc,German,frage___thematisch,1
PostDoc,German,frage___tautologisch,1
PostDoc,German,frage___symbolisch,1
PostDoc,German,frage___suspendiert,1
PostDoc,German,frage___super,1
PostDoc,German,frage___studentisch,1
PostDoc,German,frage___strategisch,1
PostDoc,German,frage___still,1
PostDoc,German,frage___steilvorlagen,1
PostDoc,German,frage___stark,1
PostDoc,German,frage___soziologisch,1
PostDoc,German,frage___sozial,1
PostDoc,German,frage___sorgfältig,1
PostDoc,German,frage___sonderlich,1
PostDoc,German,frage___schwierig,1
PostDoc,German,frage___theoretisch,1
PostDoc,German,frage___tutorialreih,1
PostDoc,German,frage___tätigend,1
PostDoc,German,frage___unpolemisch,1
PostDoc,German,frage___verfassungswidrig,1
PostDoc,German,frage___verbunden,1
PostDoc,German,frage___verantwortungsvoll,1
PostDoc,German,frage___vage,1
PostDoc,German,frage___unsichtbar,1
PostDoc,German,frage___unreflektiert,1
PostDoc,German,frage___universitär,1
PostDoc,German,frage___umgeht,1
PostDoc,German,frage___uninteressant,1
PostDoc,German,frage___unheimlich,1
PostDoc,German,frage___ungeheuerlich,1
PostDoc,German,frage___unerfahren,1
PostDoc,German,frage___unbegründet,1
PostDoc,German,frage___unabhängig,1
PostDoc,German,forschung___lebensumständ,1
PostDoc,German,forschung___lasern,1
PostDoc,German,familie___pflegetätigkeit,1
PostDoc,German,forderung___gemein,1
PostDoc,German,forderung___früh,1
PostDoc,German,forderung___freundlich,1
PostDoc,German,forderung___forschungsfern,1
PostDoc,German,forderung___forschend,1
PostDoc,German,forderung___flexibel,1
PostDoc,German,forderung___falsch,1
PostDoc,German,forderung___explizit,1
PostDoc,German,forderung___evangelisch,1
PostDoc,German,forderung___erwünscht,1
PostDoc,German,forderung___erstklassig,1
PostDoc,German,forderung___ernst,1
PostDoc,German,forderung___erfolgreich,1
PostDoc,German,forderung___erbarmungslos,1
PostDoc,German,forderung___entfristet,1
PostDoc,German,forderung___entfrist,1
PostDoc,German,forderung___frühzeitig,1
PostDoc,German,forderung___gerordnet,1
PostDoc,German,forschung___langwierig,1
PostDoc,German,forderung___gesamtschau,1
PostDoc,German,forderung___kritisch,1
PostDoc,German,forderung___krank,1
PostDoc,German,forderung___kontraproduktiv,1
PostDoc,German,forderung___konterkarieren,1
PostDoc,German,forderung___kleingrupp,1
PostDoc,German,forderung___klein,1
PostDoc,German,forderung___karriereperspektiv,1
PostDoc,German,forderung___interessiert,1
PostDoc,German,forderung___interessehalb,1
PostDoc,German,forderung___informativ,1
PostDoc,German,forderung___hessisch,1
PostDoc,German,forderung___halb,1
PostDoc,German,forderung___gut,1
PostDoc,German,forderung___grob,1
PostDoc,German,forderung___gewerkschaftlich,1
PostDoc,German,forderung___eklatant,1
PostDoc,German,forderung___einzig,1
PostDoc,German,forderung___einhergehend,1
PostDoc,German,forderung___eigenständig,1
PostDoc,German,forderung___abgewälzt,1
PostDoc,German,folge___ökonomisch,1
PostDoc,German,folge___zynisch,1
PostDoc,German,folge___zuverlässig,1
PostDoc,German,folge___zusätzlich,1
PostDoc,German,folge___zerstörend,1
PostDoc,German,folge___wisszeitvg,1
PostDoc,German,folge___wissenschaftlich,1
PostDoc,German,folge___wehmütig,1
PostDoc,German,folge___weh,1
PostDoc,German,folge___vorhanden,1
PostDoc,German,folge___vorgegeben,1
PostDoc,German,folge___verfügbar,1
PostDoc,German,folge___verantwortlich,1
PostDoc,German,folge___unbezahlt,1
PostDoc,German,forderung___akademisch,1
PostDoc,German,forderung___aktiv,1
PostDoc,German,forderung___alt,1
PostDoc,German,forderung___bildungspolitisch,1
PostDoc,German,forderung___durchgedrungen,1
PostDoc,German,forderung___drittmittelprojekt,1
PostDoc,German,forderung___dokumentierbar,1
PostDoc,German,forderung___deutlich,1
PostDoc,German,forderung___dauerhaft,1
PostDoc,German,forderung___bundesweit,1
PostDoc,German,forderung___bezahlt,1
PostDoc,German,forderung___angeblich,1
PostDoc,German,forderung___beruflich,1
PostDoc,German,forderung___befristet,1
PostDoc,German,forderung___bedenkenswert,1
PostDoc,German,forderung___auskuriert,1
PostDoc,German,forderung___attraktiv,1
PostDoc,German,forderung___arbeitslos,1
PostDoc,German,forderung___kumulativ,1
PostDoc,German,forderung___kurz,1
PostDoc,German,forderung___lang,1
PostDoc,German,forderung___stellschraub,1
PostDoc,German,forderung___vorgegeben,1
PostDoc,German,forderung___voll,1
PostDoc,German,forderung___verschläft,1
PostDoc,German,forderung___verhältnismäßig,1
PostDoc,German,forderung___verantwortlich,1
PostDoc,German,forderung___unüberlegt,1
PostDoc,German,forderung___unterschiedlich,1
PostDoc,German,forderung___unrealistisch,1
PostDoc,German,forderung___ungenügend,1
PostDoc,German,forderung___unbezahlt,1
PostDoc,German,forderung___unbefristet,1
PostDoc,German,forderung___unabhängig,1
PostDoc,German,forderung___transparent,1
PostDoc,German,forderung___theologisch,1
PostDoc,German,forderung___tenur,1
PostDoc,German,forderung___wichtig,1
PostDoc,German,forderung___wiederholt,1
PostDoc,German,forderung___zentral,1
PostDoc,German,forscher___akademisiert,1
PostDoc,German,forscher___assistenzprofessur,1
PostDoc,German,forscher___arbeitstechnisch,1
PostDoc,German,forscher___arbeitslos,1
PostDoc,German,forscher___angestellt,1
PostDoc,German,forscher___angemessen,1
PostDoc,German,forscher___alt,1
PostDoc,German,forscher___akademisch,1
PostDoc,German,forderung___äquivalent,1
PostDoc,German,forscher___absurd,1
PostDoc,German,forscher___absichtlich,1
PostDoc,German,forderung___überzogen,1
PostDoc,German,forderung___überzeugt,1
PostDoc,German,forderung___überraschend,1
PostDoc,German,forderung___überbordend,1
PostDoc,German,forderung___systematisch,1
PostDoc,German,forderung___statusgrupp,1
PostDoc,German,forderung___lebensbereich,1
PostDoc,German,forderung___stark,1
PostDoc,German,forderung___populär,1
PostDoc,German,forderung___politisch,1
PostDoc,German,forderung___plausibel,1
PostDoc,German,forderung___oberflächlich,1
PostDoc,German,forderung___nötig,1
PostDoc,German,forderung___nächst,1
PostDoc,German,forderung___nutzlos,1
PostDoc,German,forderung___neu,1
PostDoc,German,forderung___minderleist,1
PostDoc,German,forderung___mikrojustierungen,1
PostDoc,German,forderung___maximal,1
PostDoc,German,forderung___marginalisiert,1
PostDoc,German,forderung___lieb,1
PostDoc,German,forderung___lesenswert,1
PostDoc,German,forderung___lehrend,1
PostDoc,German,forderung___postdoktoral,1
PostDoc,German,forderung___prekär,1
PostDoc,German,forderung___professorenschaft,1
PostDoc,German,forderung___richtig,1
PostDoc,German,forderung___sofortprogramm,1
PostDoc,German,forderung___sinnvoll,1
PostDoc,German,forderung___selbständig,1
PostDoc,German,forderung___schön,1
PostDoc,German,forderung___schwer,1
PostDoc,German,forderung___sachlich,1
PostDoc,German,forderung___realitätsfern,1
PostDoc,German,forderung___projektstell,1
PostDoc,German,forderung___realistisch,1
PostDoc,German,forderung___qualifiziert,1
PostDoc,German,forderung___qualifizieren,1
PostDoc,German,forderung___qualifikationsmassnahm,1
PostDoc,German,forderung___punkt,1
PostDoc,German,forderung___promotionsstell,1
PostDoc,German,folge___unbefristet,1
PostDoc,German,folge___twitter,1
PostDoc,German,folge___toll,1
PostDoc,German,familie___unterhaltsam,1
PostDoc,German,familie___wissenschaftlich,1
PostDoc,German,familie___wirtschaftlich,1
PostDoc,German,familie___wiederholt,1
PostDoc,German,familie___wert,1
PostDoc,German,familie___wahr,1
PostDoc,German,familie___vorstellbar,1
PostDoc,German,familie___voll,1
PostDoc,German,familie___vielversprechend,1
PostDoc,German,familie___vertikal,1
PostDoc,German,familie___verständlich,1
PostDoc,German,familie___verschieden,1
PostDoc,German,familie___vereinfacht,1
PostDoc,German,familie___vereinbaren,1
PostDoc,German,familie___vereinbar,1
PostDoc,German,familie___verbringen,1
PostDoc,German,familie___zertifikatsquatsch,1
PostDoc,German,familie___zugänglich,1
PostDoc,German,familie___zwingend,1
PostDoc,German,folge___arrogant,1
PostDoc,German,folge___betroffen,1
PostDoc,German,folge___begründet,1
PostDoc,German,folge___bedenkt,1
PostDoc,German,folge___außenstehend,1
PostDoc,German,folge___auskuriert,1
PostDoc,German,folge___ausdifferenziert,1
PostDoc,German,folge___arbeitslos,1
PostDoc,German,familie___zügig,1
PostDoc,German,folge___angemeldet,1
PostDoc,German,folge___alt,1
PostDoc,German,folge___aktuell,1
PostDoc,German,folge___akademisch,1
PostDoc,German,folge___abgewälzt,1
PostDoc,German,familie___überrascht,1
PostDoc,German,familie___unterstützend,1
PostDoc,German,familie___unglücklich,1
PostDoc,German,folge___bildungspolitisch,1
PostDoc,German,familie___uncontrollabl,1
PostDoc,German,familie___schrecklich,1
PostDoc,German,familie___schade,1
PostDoc,German,familie___sattelt,1
PostDoc,German,familie___resultiert,1
PostDoc,German,familie___reich,1
PostDoc,German,familie___regionalhistorik,1
PostDoc,German,familie___realistisch,1
PostDoc,German,familie___professionell,1
PostDoc,German,familie___profan,1
PostDoc,German,familie___produktiv,1
PostDoc,German,familie___privatsphär,1
PostDoc,German,familie___primär,1
PostDoc,German,familie___prekär,1
PostDoc,German,familie___planbar,1
PostDoc,German,familie___physikalisch,1
PostDoc,German,familie___schuld,1
PostDoc,German,familie___schwach,1
PostDoc,German,familie___schwerstarbeit,1
PostDoc,German,familie___tagtäglich,1
PostDoc,German,familie___unbefristet,1
PostDoc,German,familie___umgekehrt,1
PostDoc,German,familie___twitter,1
PostDoc,German,familie___toxisch,1
PostDoc,German,familie___totunglücklich,1
PostDoc,German,familie___teuer,1
PostDoc,German,familie___super,1
PostDoc,German,familie___selbstständig,1
PostDoc,German,familie___suggeriert,1
PostDoc,German,familie___studierend,1
PostDoc,German,familie___stark,1
PostDoc,German,familie___stabil,1
PostDoc,German,familie___situiert,1
PostDoc,German,familie___selten,1
PostDoc,German,folge___bezahlt,1
PostDoc,German,folge___charakterietikad,1
PostDoc,German,folge___teuer,1
PostDoc,German,folge___kurz,1
PostDoc,German,folge___postdoktoral,1
PostDoc,German,folge___perform,1
PostDoc,German,folge___parlamentarisch,1
PostDoc,German,folge___nutzlos,1
PostDoc,German,folge___nich,1
PostDoc,German,folge___neu,1
PostDoc,German,folge___nett,1
PostDoc,German,folge___nachhaltig,1
PostDoc,German,folge___mißstaend,1
PostDoc,German,folge___minderleist,1
PostDoc,German,folge___massiv,1
PostDoc,German,folge___marginal,1
PostDoc,German,folge___link,1
PostDoc,German,folge___laut,1
PostDoc,German,folge___künftig,1
PostDoc,German,folge___problembewusstsein,1
PostDoc,German,folge___projektstell,1
PostDoc,German,folge___publiziert,1
PostDoc,German,folge___schwerwiegend,1
PostDoc,German,folge___super,1
PostDoc,German,folge___strukturell,1
PostDoc,German,folge___stellschraub,1
PostDoc,German,folge___stark,1
PostDoc,German,folge___schön,1
PostDoc,German,folge___schwierig,1
PostDoc,German,folge___schwer,1
PostDoc,German,folge___qualifikationsmassnahm,1
PostDoc,German,folge___schnell,1
PostDoc,German,folge___richtig,1
PostDoc,German,folge___realisiert,1
PostDoc,German,folge___rant,1
PostDoc,German,folge___qualifiziert,1
PostDoc,German,folge___qualifizieren,1
PostDoc,German,folge___kurzsichtig,1
PostDoc,German,folge___krass,1
PostDoc,German,folge___deutsch,1
PostDoc,German,folge___krank,1
PostDoc,German,folge___flexibel,1
PostDoc,German,folge___finanziell,1
PostDoc,German,folge___final,1
PostDoc,German,folge___falsch,1
PostDoc,German,folge___exemplarisch,1
PostDoc,German,folge___erwünscht,1
PostDoc,German,folge___erstklassig,1
PostDoc,German,folge___erkauft,1
PostDoc,German,folge___erforschen,1
PostDoc,German,folge___erbarmungslos,1
PostDoc,German,folge___emotional,1
PostDoc,German,folge___einzig,1
PostDoc,German,folge___eigenständig,1
PostDoc,German,folge___dokumentierbar,1
PostDoc,German,folge___digital,1
